WorkerId,Input.text1,Input.text2,Input.text3,Input.text4,Input.text5,Answer.text1,Answer.text2,Answer.text3,Answer.text4,Answer.text5
AMT_TMT,"jamal could barely stay awake in class . </s> he was up all night finishing his report . </s> while exhausted , he was glad it was over . </s> suddenly , the calendar caught jamal 's eye . </s> the report was due next week . </s> 
","susie was hungry . </s> so she decided to make some nachos . </s> she really wanted to eat something . </s> so she put them in the oven . </s> but unfortunately they came out burnt . </s> 
","tom bought a new hat . </s> he thought it looked really good . </s> his friends all thought it was stupid . </s> but he kept wearing it anyways . </s> eventually his friend threw it away . </s> 
","rene was having trouble sleeping . </s> she went to the doctor . </s> he told her she was in the best mood in the whole town . </s> the next night , she took one last pill . </s> by the time she fell asleep , she was easily able to fall back asleep . </s> 
","mike had been working in the garden . </s> he went inside to get a glass of water . </s> mike left his shoes outside . </s> the shoes got wet from the rain on the floors . </s> his wife yelled at him for not wearing the right shoes . </s> 
",5,5,5,2,2
AMT_RGT,"when i was a child i really believed in santa claus . </s> i used to be excited about getting to sleep on christmas eve . </s> as i got older , i was told the truth by my parents about santa claus . </s> my parents had a hard time convincing me with the truth . </s> that day was one of the saddest days of of my life . </s> 
","martha had a day off from work . </s> she wanted to watch reality television . </s> so she saw the marathon . </s> it was great . </s> before she knew it it was over . </s> 
","cody signed up to join the army . </s> he had to go through a physical . </s> he had to run a mile in ten seconds . </s> cody ran a mile in ten seconds . </s> he did n't know how to run a mile in ten seconds ! </s> 
","greg was chopping wood . </s> the mosquitos were biting him hard . </s> he put on a sweater and went to bed . </s> when he woke up the next day , the mosquitos had bit him ! </s> he was covered in a scarf . </s> 
","susy was getting her test back for science . </s> she was worried what her grade was going to be . </s> so she took a look at it . </s> she saw she failed . </s> suzy then went to the bathroom and cried . </s> 
",4,4,3,2,5
AMT_Q42,"when i was a child i really believed in santa claus . </s> i used to be excited about getting to sleep on christmas eve . </s> as i got older , i was told the truth by my parents about santa claus . </s> my parents had a hard time convincing me with the truth . </s> that day was one of the saddest days of of my life . </s> 
","martha had a day off from work . </s> she wanted to watch reality television . </s> so she saw the marathon . </s> it was great . </s> before she knew it it was over . </s> 
","cody signed up to join the army . </s> he had to go through a physical . </s> he had to run a mile in ten seconds . </s> cody ran a mile in ten seconds . </s> he did n't know how to run a mile in ten seconds ! </s> 
","greg was chopping wood . </s> the mosquitos were biting him hard . </s> he put on a sweater and went to bed . </s> when he woke up the next day , the mosquitos had bit him ! </s> he was covered in a scarf . </s> 
","susy was getting her test back for science . </s> she was worried what her grade was going to be . </s> so she took a look at it . </s> she saw she failed . </s> suzy then went to the bathroom and cried . </s> 
",5,2,2,2,5
AMT_SK1,"when i was a child i really believed in santa claus . </s> i used to be excited about getting to sleep on christmas eve . </s> as i got older , i was told the truth by my parents about santa claus . </s> my parents had a hard time convincing me with the truth . </s> that day was one of the saddest days of of my life . </s> 
","martha had a day off from work . </s> she wanted to watch reality television . </s> so she saw the marathon . </s> it was great . </s> before she knew it it was over . </s> 
","cody signed up to join the army . </s> he had to go through a physical . </s> he had to run a mile in ten seconds . </s> cody ran a mile in ten seconds . </s> he did n't know how to run a mile in ten seconds ! </s> 
","greg was chopping wood . </s> the mosquitos were biting him hard . </s> he put on a sweater and went to bed . </s> when he woke up the next day , the mosquitos had bit him ! </s> he was covered in a scarf . </s> 
","susy was getting her test back for science . </s> she was worried what her grade was going to be . </s> so she took a look at it . </s> she saw she failed . </s> suzy then went to the bathroom and cried . </s> 
",5,5,1,1,5
AMT_K0N,"when i was a child i really believed in santa claus . </s> i used to be excited about getting to sleep on christmas eve . </s> as i got older , i was told the truth by my parents about santa claus . </s> my parents had a hard time convincing me with the truth . </s> that day was one of the saddest days of of my life . </s> 
","martha had a day off from work . </s> she wanted to watch reality television . </s> so she saw the marathon . </s> it was great . </s> before she knew it it was over . </s> 
","cody signed up to join the army . </s> he had to go through a physical . </s> he had to run a mile in ten seconds . </s> cody ran a mile in ten seconds . </s> he did n't know how to run a mile in ten seconds ! </s> 
","greg was chopping wood . </s> the mosquitos were biting him hard . </s> he put on a sweater and went to bed . </s> when he woke up the next day , the mosquitos had bit him ! </s> he was covered in a scarf . </s> 
","susy was getting her test back for science . </s> she was worried what her grade was going to be . </s> so she took a look at it . </s> she saw she failed . </s> suzy then went to the bathroom and cried . </s> 
",5,5,0,1,5
AMT_A32,"when i was a child i really believed in santa claus . </s> i used to be excited about getting to sleep on christmas eve . </s> as i got older , i was told the truth by my parents about santa claus . </s> my parents had a hard time convincing me with the truth . </s> that day was one of the saddest days of of my life . </s> 
","martha had a day off from work . </s> she wanted to watch reality television . </s> so she saw the marathon . </s> it was great . </s> before she knew it it was over . </s> 
","cody signed up to join the army . </s> he had to go through a physical . </s> he had to run a mile in ten seconds . </s> cody ran a mile in ten seconds . </s> he did n't know how to run a mile in ten seconds ! </s> 
","greg was chopping wood . </s> the mosquitos were biting him hard . </s> he put on a sweater and went to bed . </s> when he woke up the next day , the mosquitos had bit him ! </s> he was covered in a scarf . </s> 
","susy was getting her test back for science . </s> she was worried what her grade was going to be . </s> so she took a look at it . </s> she saw she failed . </s> suzy then went to the bathroom and cried . </s> 
",5,5,1,2,5
AMT_SK1,"i decided to run for exercise . </s> but there was too much smog while running on the sidewalk . </s> so i decided to run to my college and exercise there . </s> and the air quality was much better . </s> i will never run along a busy street . </s> 
","chase was at a big convention for internet celebrities . </s> he saw his favorite vlog maker right away . </s> he approached him but at first could n't get his attention . </s> at the last second chase yelled hello . </s> luckily , the man stopped and had a quick chat with chase . </s> 
","jess was doing laundry when she felt something in a pocket . </s> it was a girl 's lipstick in her boyfriend 's jeans . </s> when she confronted him , he admitted to cheating . </s> jess was so heart broken she did n't know what to do . </s> luckily she felt better within a few weeks of breaking up . </s> 
","jacob loved playing video games . </s> he spent lots of money buying the latest games . </s> he was very good at a few and was offered a sponsorship . </s> jacob was n't sure but decided to take the offer . </s> he wound up making millions playing video games . </s> 
","claudia bought some earrings . </s> she put them in her ear . </s> the ears started to hurt . </s> she realized it was an infection . </s> she took them out . </s> 
",3,5,5,5,5
AMT_A32,"i decided to run for exercise . </s> but there was too much smog while running on the sidewalk . </s> so i decided to run to my college and exercise there . </s> and the air quality was much better . </s> i will never run along a busy street . </s> 
","chase was at a big convention for internet celebrities . </s> he saw his favorite vlog maker right away . </s> he approached him but at first could n't get his attention . </s> at the last second chase yelled hello . </s> luckily , the man stopped and had a quick chat with chase . </s> 
","jess was doing laundry when she felt something in a pocket . </s> it was a girl 's lipstick in her boyfriend 's jeans . </s> when she confronted him , he admitted to cheating . </s> jess was so heart broken she did n't know what to do . </s> luckily she felt better within a few weeks of breaking up . </s> 
","jacob loved playing video games . </s> he spent lots of money buying the latest games . </s> he was very good at a few and was offered a sponsorship . </s> jacob was n't sure but decided to take the offer . </s> he wound up making millions playing video games . </s> 
","claudia bought some earrings . </s> she put them in her ear . </s> the ears started to hurt . </s> she realized it was an infection . </s> she took them out . </s> 
",5,5,5,5,5
AMT_K0N,"i decided to run for exercise . </s> but there was too much smog while running on the sidewalk . </s> so i decided to run to my college and exercise there . </s> and the air quality was much better . </s> i will never run along a busy street . </s> 
","chase was at a big convention for internet celebrities . </s> he saw his favorite vlog maker right away . </s> he approached him but at first could n't get his attention . </s> at the last second chase yelled hello . </s> luckily , the man stopped and had a quick chat with chase . </s> 
","jess was doing laundry when she felt something in a pocket . </s> it was a girl 's lipstick in her boyfriend 's jeans . </s> when she confronted him , he admitted to cheating . </s> jess was so heart broken she did n't know what to do . </s> luckily she felt better within a few weeks of breaking up . </s> 
","jacob loved playing video games . </s> he spent lots of money buying the latest games . </s> he was very good at a few and was offered a sponsorship . </s> jacob was n't sure but decided to take the offer . </s> he wound up making millions playing video games . </s> 
","claudia bought some earrings . </s> she put them in her ear . </s> the ears started to hurt . </s> she realized it was an infection . </s> she took them out . </s> 
",5,5,5,5,5
AMT_TMT,"i decided to run for exercise . </s> but there was too much smog while running on the sidewalk . </s> so i decided to run to my college and exercise there . </s> and the air quality was much better . </s> i will never run along a busy street . </s> 
","chase was at a big convention for internet celebrities . </s> he saw his favorite vlog maker right away . </s> he approached him but at first could n't get his attention . </s> at the last second chase yelled hello . </s> luckily , the man stopped and had a quick chat with chase . </s> 
","jess was doing laundry when she felt something in a pocket . </s> it was a girl 's lipstick in her boyfriend 's jeans . </s> when she confronted him , he admitted to cheating . </s> jess was so heart broken she did n't know what to do . </s> luckily she felt better within a few weeks of breaking up . </s> 
","jacob loved playing video games . </s> he spent lots of money buying the latest games . </s> he was very good at a few and was offered a sponsorship . </s> jacob was n't sure but decided to take the offer . </s> he wound up making millions playing video games . </s> 
","claudia bought some earrings . </s> she put them in her ear . </s> the ears started to hurt . </s> she realized it was an infection . </s> she took them out . </s> 
",5,5,5,5,5
AMT_Q42,"i decided to run for exercise . </s> but there was too much smog while running on the sidewalk . </s> so i decided to run to my college and exercise there . </s> and the air quality was much better . </s> i will never run along a busy street . </s> 
","chase was at a big convention for internet celebrities . </s> he saw his favorite vlog maker right away . </s> he approached him but at first could n't get his attention . </s> at the last second chase yelled hello . </s> luckily , the man stopped and had a quick chat with chase . </s> 
","jess was doing laundry when she felt something in a pocket . </s> it was a girl 's lipstick in her boyfriend 's jeans . </s> when she confronted him , he admitted to cheating . </s> jess was so heart broken she did n't know what to do . </s> luckily she felt better within a few weeks of breaking up . </s> 
","jacob loved playing video games . </s> he spent lots of money buying the latest games . </s> he was very good at a few and was offered a sponsorship . </s> jacob was n't sure but decided to take the offer . </s> he wound up making millions playing video games . </s> 
","claudia bought some earrings . </s> she put them in her ear . </s> the ears started to hurt . </s> she realized it was an infection . </s> she took them out . </s> 
",5,5,5,5,5
AMT_TMT,"kevin was driving to work . </s> he saw a woman stranded on the side of the road . </s> kevin stopped to help her . </s> he remained on the side of the road for as long as the woman 's truck arrived . </s> kevin became fast friends with the woman . </s> 
","kara was walking with her headphones in one day . </s> she was n't watching where she was going . </s> she bumped into a dog that had accident on it 's way . </s> the dog started to growl at her . </s> luckily , the owner of the dog stopped the dog before it got hurt . </s> 
","tom bought a puzzle online . </s> he tried to put it together but it was too hard . </s> after the puzzle was put together , he tried to match the picture to the one he had . </s> when he tried , he realized the picture was a bit off . </s> when he finished , he could n't find the puzzle . </s> 
","alicia got a new sweater for christmas . </s> she did not like it that much . </s> but she did not want to tell her parents that . </s> so she decided to simply not wear it . </s> but when her mother asked about it she gave in and wore it . </s> 
","tommy was at basketball practice . </s> he got to practice late . </s> the coach did n't allow tardiness . </s> tommy had to run laps . </s> tommy made sure not to be late again . </s> 
",5,3,3,5,5
AMT_SK1,"kevin was driving to work . </s> he saw a woman stranded on the side of the road . </s> kevin stopped to help her . </s> he remained on the side of the road for as long as the woman 's truck arrived . </s> kevin became fast friends with the woman . </s> 
","kara was walking with her headphones in one day . </s> she was n't watching where she was going . </s> she bumped into a dog that had accident on it 's way . </s> the dog started to growl at her . </s> luckily , the owner of the dog stopped the dog before it got hurt . </s> 
","tom bought a puzzle online . </s> he tried to put it together but it was too hard . </s> after the puzzle was put together , he tried to match the picture to the one he had . </s> when he tried , he realized the picture was a bit off . </s> when he finished , he could n't find the puzzle . </s> 
","alicia got a new sweater for christmas . </s> she did not like it that much . </s> but she did not want to tell her parents that . </s> so she decided to simply not wear it . </s> but when her mother asked about it she gave in and wore it . </s> 
","tommy was at basketball practice . </s> he got to practice late . </s> the coach did n't allow tardiness . </s> tommy had to run laps . </s> tommy made sure not to be late again . </s> 
",3,2,1,5,4
AMT_K0N,"kevin was driving to work . </s> he saw a woman stranded on the side of the road . </s> kevin stopped to help her . </s> he remained on the side of the road for as long as the woman 's truck arrived . </s> kevin became fast friends with the woman . </s> 
","kara was walking with her headphones in one day . </s> she was n't watching where she was going . </s> she bumped into a dog that had accident on it 's way . </s> the dog started to growl at her . </s> luckily , the owner of the dog stopped the dog before it got hurt . </s> 
","tom bought a puzzle online . </s> he tried to put it together but it was too hard . </s> after the puzzle was put together , he tried to match the picture to the one he had . </s> when he tried , he realized the picture was a bit off . </s> when he finished , he could n't find the puzzle . </s> 
","alicia got a new sweater for christmas . </s> she did not like it that much . </s> but she did not want to tell her parents that . </s> so she decided to simply not wear it . </s> but when her mother asked about it she gave in and wore it . </s> 
","tommy was at basketball practice . </s> he got to practice late . </s> the coach did n't allow tardiness . </s> tommy had to run laps . </s> tommy made sure not to be late again . </s> 
",2,2,1,5,5
AMT_A32,"kevin was driving to work . </s> he saw a woman stranded on the side of the road . </s> kevin stopped to help her . </s> he remained on the side of the road for as long as the woman 's truck arrived . </s> kevin became fast friends with the woman . </s> 
","kara was walking with her headphones in one day . </s> she was n't watching where she was going . </s> she bumped into a dog that had accident on it 's way . </s> the dog started to growl at her . </s> luckily , the owner of the dog stopped the dog before it got hurt . </s> 
","tom bought a puzzle online . </s> he tried to put it together but it was too hard . </s> after the puzzle was put together , he tried to match the picture to the one he had . </s> when he tried , he realized the picture was a bit off . </s> when he finished , he could n't find the puzzle . </s> 
","alicia got a new sweater for christmas . </s> she did not like it that much . </s> but she did not want to tell her parents that . </s> so she decided to simply not wear it . </s> but when her mother asked about it she gave in and wore it . </s> 
","tommy was at basketball practice . </s> he got to practice late . </s> the coach did n't allow tardiness . </s> tommy had to run laps . </s> tommy made sure not to be late again . </s> 
",5,2,1,5,5
AMT_Q42,"kevin was driving to work . </s> he saw a woman stranded on the side of the road . </s> kevin stopped to help her . </s> he remained on the side of the road for as long as the woman 's truck arrived . </s> kevin became fast friends with the woman . </s> 
","kara was walking with her headphones in one day . </s> she was n't watching where she was going . </s> she bumped into a dog that had accident on it 's way . </s> the dog started to growl at her . </s> luckily , the owner of the dog stopped the dog before it got hurt . </s> 
","tom bought a puzzle online . </s> he tried to put it together but it was too hard . </s> after the puzzle was put together , he tried to match the picture to the one he had . </s> when he tried , he realized the picture was a bit off . </s> when he finished , he could n't find the puzzle . </s> 
","alicia got a new sweater for christmas . </s> she did not like it that much . </s> but she did not want to tell her parents that . </s> so she decided to simply not wear it . </s> but when her mother asked about it she gave in and wore it . </s> 
","tommy was at basketball practice . </s> he got to practice late . </s> the coach did n't allow tardiness . </s> tommy had to run laps . </s> tommy made sure not to be late again . </s> 
",5,1,2,4,5
AMT_Q42,"lee wanted to take a vacation . </s> he really needed a break from work and life . </s> he decided to start looking at flights . </s> lee found a great deal on a flight to vegas . </s> he booked the flight and got excited . </s> 
","tina really had to use her phone . </s> she pulled it out of her purse . </s> but then she realized that it had no battery . </s> she did not know what to do . </s> so she then decided she had to go buy a portable charger . </s> 
","tim was buying groceries . </s> he was walking to his car with them when a bag broke . </s> all his groceries shattered on the floor . </s> tim complained about it to the manager . </s> unfortunately there was n't anything they could do to reimburse him . </s> 
","samantha had been a tom boy her whole life . </s> she wanted to get a makeover to become more girly . </s> she made her own sense of humor and consulted a preppy sister . </s> luckily , her sister was happy to help out with the makeover . </s> samantha was happily feeling her new made over total girl look . </s> 
","dayton wanted to play football more than anything . </s> he kept getting told that he was too small and weak . </s> dayton practiced and worked harder every day . </s> his coach saw this and decided he deserved a shot . </s> dayton caught the winning touchdown that day . </s> 
",5,5,5,5,5
AMT_K0N,"lee wanted to take a vacation . </s> he really needed a break from work and life . </s> he decided to start looking at flights . </s> lee found a great deal on a flight to vegas . </s> he booked the flight and got excited . </s> 
","tina really had to use her phone . </s> she pulled it out of her purse . </s> but then she realized that it had no battery . </s> she did not know what to do . </s> so she then decided she had to go buy a portable charger . </s> 
","tim was buying groceries . </s> he was walking to his car with them when a bag broke . </s> all his groceries shattered on the floor . </s> tim complained about it to the manager . </s> unfortunately there was n't anything they could do to reimburse him . </s> 
","samantha had been a tom boy her whole life . </s> she wanted to get a makeover to become more girly . </s> she made her own sense of humor and consulted a preppy sister . </s> luckily , her sister was happy to help out with the makeover . </s> samantha was happily feeling her new made over total girl look . </s> 
","dayton wanted to play football more than anything . </s> he kept getting told that he was too small and weak . </s> dayton practiced and worked harder every day . </s> his coach saw this and decided he deserved a shot . </s> dayton caught the winning touchdown that day . </s> 
",5,5,5,3,5
AMT_A32,"lee wanted to take a vacation . </s> he really needed a break from work and life . </s> he decided to start looking at flights . </s> lee found a great deal on a flight to vegas . </s> he booked the flight and got excited . </s> 
","tina really had to use her phone . </s> she pulled it out of her purse . </s> but then she realized that it had no battery . </s> she did not know what to do . </s> so she then decided she had to go buy a portable charger . </s> 
","tim was buying groceries . </s> he was walking to his car with them when a bag broke . </s> all his groceries shattered on the floor . </s> tim complained about it to the manager . </s> unfortunately there was n't anything they could do to reimburse him . </s> 
","samantha had been a tom boy her whole life . </s> she wanted to get a makeover to become more girly . </s> she made her own sense of humor and consulted a preppy sister . </s> luckily , her sister was happy to help out with the makeover . </s> samantha was happily feeling her new made over total girl look . </s> 
","dayton wanted to play football more than anything . </s> he kept getting told that he was too small and weak . </s> dayton practiced and worked harder every day . </s> his coach saw this and decided he deserved a shot . </s> dayton caught the winning touchdown that day . </s> 
",5,5,5,3,5
AMT_TMT,"lee wanted to take a vacation . </s> he really needed a break from work and life . </s> he decided to start looking at flights . </s> lee found a great deal on a flight to vegas . </s> he booked the flight and got excited . </s> 
","tina really had to use her phone . </s> she pulled it out of her purse . </s> but then she realized that it had no battery . </s> she did not know what to do . </s> so she then decided she had to go buy a portable charger . </s> 
","tim was buying groceries . </s> he was walking to his car with them when a bag broke . </s> all his groceries shattered on the floor . </s> tim complained about it to the manager . </s> unfortunately there was n't anything they could do to reimburse him . </s> 
","samantha had been a tom boy her whole life . </s> she wanted to get a makeover to become more girly . </s> she made her own sense of humor and consulted a preppy sister . </s> luckily , her sister was happy to help out with the makeover . </s> samantha was happily feeling her new made over total girl look . </s> 
","dayton wanted to play football more than anything . </s> he kept getting told that he was too small and weak . </s> dayton practiced and worked harder every day . </s> his coach saw this and decided he deserved a shot . </s> dayton caught the winning touchdown that day . </s> 
",5,5,5,3,5
AMT_L8W,"lee wanted to take a vacation . </s> he really needed a break from work and life . </s> he decided to start looking at flights . </s> lee found a great deal on a flight to vegas . </s> he booked the flight and got excited . </s> 
","tina really had to use her phone . </s> she pulled it out of her purse . </s> but then she realized that it had no battery . </s> she did not know what to do . </s> so she then decided she had to go buy a portable charger . </s> 
","tim was buying groceries . </s> he was walking to his car with them when a bag broke . </s> all his groceries shattered on the floor . </s> tim complained about it to the manager . </s> unfortunately there was n't anything they could do to reimburse him . </s> 
","samantha had been a tom boy her whole life . </s> she wanted to get a makeover to become more girly . </s> she made her own sense of humor and consulted a preppy sister . </s> luckily , her sister was happy to help out with the makeover . </s> samantha was happily feeling her new made over total girl look . </s> 
","dayton wanted to play football more than anything . </s> he kept getting told that he was too small and weak . </s> dayton practiced and worked harder every day . </s> his coach saw this and decided he deserved a shot . </s> dayton caught the winning touchdown that day . </s> 
",5,5,5,5,5
AMT_K0N,"jimmy was in a rock and a hard place . </s> he had recently divorced his wife , and gotten laid off from his job . </s> to make matters worse , the irs was after him for thousands in taxes . </s> fortunately for him - jimmy had a slightly unethical accountant . </s> he was able to hide some of his money in an offshore account . </s> 
","jerry wanted to take a shower . </s> when he got inside , the room began to shake . </s> confused , he got dressed and ran out . </s> he realized that he was in an earthquake and took cover . </s> thankfully , he made it out unscathed . </s> 
","nothing makes me more angry than a full parking lot . </s> i wish more business had bigger parking lots . </s> i usually wait for someone to pull out . </s> this usually takes several minutes . </s> the spots that do become available are usually horrible . </s> 
","tim got an adorably cute little male kitten from the animal shelter . </s> the kitten made tim laugh and laugh , and loved playing with it . </s> he wanted to take the kitten to another home , but the kitten would n't stop playing . </s> every night , the kitten coughed and bit the other boy , but only for hairball 's . </s> one night , the next day , the boy 's dog swallowed the hairball and tim decided to take him home . </s> 
","i work at a theater . </s> they were recently remodeling some of their offices . </s> one of them contained a large bookshelf . </s> they told everyone the books were up for grabs . </s> i took several large boxes of books home with me . </s> 
",5,5,5,2,5
AMT_RGT,"jimmy was in a rock and a hard place . </s> he had recently divorced his wife , and gotten laid off from his job . </s> to make matters worse , the irs was after him for thousands in taxes . </s> fortunately for him - jimmy had a slightly unethical accountant . </s> he was able to hide some of his money in an offshore account . </s> 
","jerry wanted to take a shower . </s> when he got inside , the room began to shake . </s> confused , he got dressed and ran out . </s> he realized that he was in an earthquake and took cover . </s> thankfully , he made it out unscathed . </s> 
","nothing makes me more angry than a full parking lot . </s> i wish more business had bigger parking lots . </s> i usually wait for someone to pull out . </s> this usually takes several minutes . </s> the spots that do become available are usually horrible . </s> 
","tim got an adorably cute little male kitten from the animal shelter . </s> the kitten made tim laugh and laugh , and loved playing with it . </s> he wanted to take the kitten to another home , but the kitten would n't stop playing . </s> every night , the kitten coughed and bit the other boy , but only for hairball 's . </s> one night , the next day , the boy 's dog swallowed the hairball and tim decided to take him home . </s> 
","i work at a theater . </s> they were recently remodeling some of their offices . </s> one of them contained a large bookshelf . </s> they told everyone the books were up for grabs . </s> i took several large boxes of books home with me . </s> 
",5,5,5,2,5
AMT_TMT,"jimmy was in a rock and a hard place . </s> he had recently divorced his wife , and gotten laid off from his job . </s> to make matters worse , the irs was after him for thousands in taxes . </s> fortunately for him - jimmy had a slightly unethical accountant . </s> he was able to hide some of his money in an offshore account . </s> 
","jerry wanted to take a shower . </s> when he got inside , the room began to shake . </s> confused , he got dressed and ran out . </s> he realized that he was in an earthquake and took cover . </s> thankfully , he made it out unscathed . </s> 
","nothing makes me more angry than a full parking lot . </s> i wish more business had bigger parking lots . </s> i usually wait for someone to pull out . </s> this usually takes several minutes . </s> the spots that do become available are usually horrible . </s> 
","tim got an adorably cute little male kitten from the animal shelter . </s> the kitten made tim laugh and laugh , and loved playing with it . </s> he wanted to take the kitten to another home , but the kitten would n't stop playing . </s> every night , the kitten coughed and bit the other boy , but only for hairball 's . </s> one night , the next day , the boy 's dog swallowed the hairball and tim decided to take him home . </s> 
","i work at a theater . </s> they were recently remodeling some of their offices . </s> one of them contained a large bookshelf . </s> they told everyone the books were up for grabs . </s> i took several large boxes of books home with me . </s> 
",5,5,5,1,5
AMT_Q42,"jimmy was in a rock and a hard place . </s> he had recently divorced his wife , and gotten laid off from his job . </s> to make matters worse , the irs was after him for thousands in taxes . </s> fortunately for him - jimmy had a slightly unethical accountant . </s> he was able to hide some of his money in an offshore account . </s> 
","jerry wanted to take a shower . </s> when he got inside , the room began to shake . </s> confused , he got dressed and ran out . </s> he realized that he was in an earthquake and took cover . </s> thankfully , he made it out unscathed . </s> 
","nothing makes me more angry than a full parking lot . </s> i wish more business had bigger parking lots . </s> i usually wait for someone to pull out . </s> this usually takes several minutes . </s> the spots that do become available are usually horrible . </s> 
","tim got an adorably cute little male kitten from the animal shelter . </s> the kitten made tim laugh and laugh , and loved playing with it . </s> he wanted to take the kitten to another home , but the kitten would n't stop playing . </s> every night , the kitten coughed and bit the other boy , but only for hairball 's . </s> one night , the next day , the boy 's dog swallowed the hairball and tim decided to take him home . </s> 
","i work at a theater . </s> they were recently remodeling some of their offices . </s> one of them contained a large bookshelf . </s> they told everyone the books were up for grabs . </s> i took several large boxes of books home with me . </s> 
",5,5,5,1,5
AMT_SK1,"jimmy was in a rock and a hard place . </s> he had recently divorced his wife , and gotten laid off from his job . </s> to make matters worse , the irs was after him for thousands in taxes . </s> fortunately for him - jimmy had a slightly unethical accountant . </s> he was able to hide some of his money in an offshore account . </s> 
","jerry wanted to take a shower . </s> when he got inside , the room began to shake . </s> confused , he got dressed and ran out . </s> he realized that he was in an earthquake and took cover . </s> thankfully , he made it out unscathed . </s> 
","nothing makes me more angry than a full parking lot . </s> i wish more business had bigger parking lots . </s> i usually wait for someone to pull out . </s> this usually takes several minutes . </s> the spots that do become available are usually horrible . </s> 
","tim got an adorably cute little male kitten from the animal shelter . </s> the kitten made tim laugh and laugh , and loved playing with it . </s> he wanted to take the kitten to another home , but the kitten would n't stop playing . </s> every night , the kitten coughed and bit the other boy , but only for hairball 's . </s> one night , the next day , the boy 's dog swallowed the hairball and tim decided to take him home . </s> 
","i work at a theater . </s> they were recently remodeling some of their offices . </s> one of them contained a large bookshelf . </s> they told everyone the books were up for grabs . </s> i took several large boxes of books home with me . </s> 
",5,5,5,1,5
AMT_SK1,"the boys were playing king of the hill in the woods . </s> the sun was setting and some could hear their mothers calling . </s> they regrouped and charged one last time for the top of the hill . </s> after some groaning and grunting a winner was crowned . </s> they all ran home promising to be back tomorrow . </s> 
","matt was told by a close friend that his breath was bad . </s> matt was embarrassed about his bad breath . </s> matt decided to brush and floss more regularly . </s> he kept brushing and flossing and did n't improve matt 's breath . </s> soon matt went to the dentist for a bad breath issue . </s> 
","val started experimenting with drugs at an early age . </s> by her early twenties , she was an addict . </s> she stole from her mom and lied every time she spoke . </s> by thirty , she was living in an abandoned house with other addicts . </s> she died there , surrounded by trash . </s> 
","tom drove an old car . </s> it was barely staying alive . </s> it was completely broken down . </s> he could n't afford to fix it . </s> so , tom scraped off the metal . </s> 
","tom wanted to get a new tv . </s> he was n't sure about picture quality . </s> tom went to the store and looked for several hours . </s> he found a sale online . </s> tom ordered the tv . </s> 
",5,5,5,1,5
AMT_K0N,"the boys were playing king of the hill in the woods . </s> the sun was setting and some could hear their mothers calling . </s> they regrouped and charged one last time for the top of the hill . </s> after some groaning and grunting a winner was crowned . </s> they all ran home promising to be back tomorrow . </s> 
","matt was told by a close friend that his breath was bad . </s> matt was embarrassed about his bad breath . </s> matt decided to brush and floss more regularly . </s> he kept brushing and flossing and did n't improve matt 's breath . </s> soon matt went to the dentist for a bad breath issue . </s> 
","val started experimenting with drugs at an early age . </s> by her early twenties , she was an addict . </s> she stole from her mom and lied every time she spoke . </s> by thirty , she was living in an abandoned house with other addicts . </s> she died there , surrounded by trash . </s> 
","tom drove an old car . </s> it was barely staying alive . </s> it was completely broken down . </s> he could n't afford to fix it . </s> so , tom scraped off the metal . </s> 
","tom wanted to get a new tv . </s> he was n't sure about picture quality . </s> tom went to the store and looked for several hours . </s> he found a sale online . </s> tom ordered the tv . </s> 
",5,5,5,4,5
AMT_5S1,"the boys were playing king of the hill in the woods . </s> the sun was setting and some could hear their mothers calling . </s> they regrouped and charged one last time for the top of the hill . </s> after some groaning and grunting a winner was crowned . </s> they all ran home promising to be back tomorrow . </s> 
","matt was told by a close friend that his breath was bad . </s> matt was embarrassed about his bad breath . </s> matt decided to brush and floss more regularly . </s> he kept brushing and flossing and did n't improve matt 's breath . </s> soon matt went to the dentist for a bad breath issue . </s> 
","val started experimenting with drugs at an early age . </s> by her early twenties , she was an addict . </s> she stole from her mom and lied every time she spoke . </s> by thirty , she was living in an abandoned house with other addicts . </s> she died there , surrounded by trash . </s> 
","tom drove an old car . </s> it was barely staying alive . </s> it was completely broken down . </s> he could n't afford to fix it . </s> so , tom scraped off the metal . </s> 
","tom wanted to get a new tv . </s> he was n't sure about picture quality . </s> tom went to the store and looked for several hours . </s> he found a sale online . </s> tom ordered the tv . </s> 
",5,5,5,1,5
